Date,Region,Country,Supplier Name,Inventory,Lead Time (days),Transport Status,News Sentiment,Weather Condition,Risk Factor,Sentiment Analysis,Sentiment Score,Risk Analysis,Risk Confidence
2024-04-13,Oceania,USA,Johnson PLC,62649,20,Awaiting Dispatch,Government announces subsidies for tomato farmers.,Mild rainfall aiding crop growth,Medium,LABEL_1,0.7901261448860168,neutral,0.8891530632972717
2024-09-15,Oceania,Canada,Hardy LLC,58149,8,In Transit,Heavy rainfall damages crops in major producing areas.,High humidity increasing pest risks,Low,LABEL_0,0.8395679593086243,neutral,0.7662354707717896
2024-06-11,Europe,South Africa,"Villegas, Chavez and Scott",89898,2,Awaiting Dispatch,Heavy rainfall damages crops in major producing areas.,Unexpected frost damaging crops,Low,LABEL_0,0.8395679593086243,neutral,0.5189064741134644
2024-03-03,Europe,Brazil,Miller-Parrish,68125,10,Delayed,Drought conditions lead to reduced tomato supply.,Heavy rainfall causing waterlogging,High,LABEL_0,0.75569087266922,contradiction,0.9768160581588745
2024-12-11,Africa,Australia,Stevenson-Manning,44191,10,Delayed,Export restrictions lead to surplus in local markets.,Mild rainfall aiding crop growth,High,LABEL_0,0.5000081062316895,neutral,0.8854420185089111
2024-06-08,Europe,South Africa,"Atkins, Acevedo and Nelson",19580,17,Awaiting Dispatch,Improved infrastructure reduces transportation delays.,Mild rainfall aiding crop growth,Medium,LABEL_2,0.5472204089164734,neutral,0.771218478679657
2024-08-10,Africa,Canada,Morgan-Bradley,96183,1,In Transit,Government announces subsidies for tomato farmers.,Sunny and favorable for farming,Low,LABEL_1,0.7901261448860168,neutral,0.7954339981079102
2024-03-26,Oceania,Canada,"Buckley, Wallace and Kelly",61564,9,In Transit,Tomato prices soar due to unexpected frost in the region.,Sunny and favorable for farming,Low,LABEL_0,0.565018355846405,neutral,0.7623566389083862
2024-05-11,South America,Brazil,Flowers-Delgado,16731,25,Awaiting Dispatch,Improved infrastructure reduces transportation delays.,Unexpected frost damaging crops,High,LABEL_2,0.5472204089164734,neutral,0.4713989794254303
2024-12-03,North America,South Africa,"Murphy, Knox and Washington",26323,5,In Transit,Heavy rainfall damages crops in major producing areas.,Drought leading to crop failure,Medium,LABEL_0,0.8395679593086243,contradiction,0.9815003871917725
2024-10-16,North America,China,"Hamilton, Sims and Mitchell",20635,18,Delayed,Drought conditions lead to reduced tomato supply.,Heavy rainfall causing waterlogging,High,LABEL_0,0.75569087266922,contradiction,0.9747968912124634
2024-06-07,Europe,Germany,Drake-Mitchell,77854,29,Awaiting Dispatch,Export restrictions lead to surplus in local markets.,Sunny and favorable for farming,High,LABEL_0,0.5000081062316895,neutral,0.8868669867515564
2025-01-05,Europe,Brazil,"Burke, Brooks and Stokes",26976,23,In Transit,Heavy rainfall damages crops in major producing areas.,Unexpected frost damaging crops,High,LABEL_0,0.8395679593086243,neutral,0.5250412821769714
2024-12-06,Europe,South Africa,Green PLC,98791,19,In Transit,Government announces subsidies for tomato farmers.,Drought leading to crop failure,Medium,LABEL_1,0.7901261448860168,neutral,0.7616363167762756
2024-04-25,Oceania,USA,Novak Ltd,42432,3,In Transit,Drought conditions lead to reduced tomato supply.,Drought leading to crop failure,Medium,LABEL_0,0.75569087266922,neutral,0.8711588382720947
2024-05-04,Asia,India,Russo Inc,82028,5,In Transit,Pest infestation reduces tomato output in key regions.,Mild rainfall aiding crop growth,Medium,LABEL_0,0.7376754879951477,neutral,0.787571907043457
2024-06-17,Africa,China,Morales-Ellis,68904,29,Delayed,Drought conditions lead to reduced tomato supply.,Drought leading to crop failure,High,LABEL_0,0.75569087266922,neutral,0.8389526009559631
2024-12-05,Oceania,Germany,"Castillo, Olsen and Smith",4191,16,Awaiting Dispatch,Improved infrastructure reduces transportation delays.,High humidity increasing pest risks,Medium,LABEL_2,0.5472204089164734,neutral,0.6728193759918213
2024-07-05,Asia,Brazil,Wallace and Sons,72613,2,Awaiting Dispatch,Tomato prices soar due to unexpected frost in the region.,Heavy rainfall causing waterlogging,Low,LABEL_0,0.565018355846405,neutral,0.8034524321556091
2024-06-20,Oceania,Germany,Johnson-Johnson,22554,11,Delayed,Improved infrastructure reduces transportation delays.,Drought leading to crop failure,High,LABEL_2,0.5472204089164734,contradiction,0.5265690684318542
2024-12-26,North America,India,"Sanchez, Parker and Parks",97603,27,Delayed,Tomato prices soar due to unexpected frost in the region.,Unexpected frost damaging crops,High,LABEL_0,0.565018355846405,neutral,0.891083836555481
2025-01-08,Africa,Brazil,"Fox, Kaufman and Foster",75345,13,In Transit,Export restrictions lead to surplus in local markets.,High humidity increasing pest risks,Medium,LABEL_0,0.5000081062316895,neutral,0.8730179071426392
2024-03-05,South America,India,"Gonzales, Thornton and Garcia",89556,30,Awaiting Dispatch,Export restrictions lead to surplus in local markets.,Sunny and favorable for farming,High,LABEL_0,0.5000081062316895,neutral,0.9117932319641113
2024-03-02,Oceania,Germany,"Gonzalez, Crane and Strong",6818,4,Awaiting Dispatch,Pest infestation reduces tomato output in key regions.,Mild rainfall aiding crop growth,Medium,LABEL_0,0.7376754879951477,neutral,0.8050689697265625
2024-10-15,South America,Canada,"Brooks, Walker and Warren",61062,14,In Transit,Improved infrastructure reduces transportation delays.,Strong winds causing crop damage,High,LABEL_2,0.5472204089164734,neutral,0.5980972051620483
2024-03-01,North America,Canada,Watson-Franklin,46936,10,Delayed,Tomato prices soar due to unexpected frost in the region.,Strong winds causing crop damage,High,LABEL_0,0.565018355846405,neutral,0.7915179133415222
2024-10-19,Oceania,Germany,Johnson Inc,47324,19,Awaiting Dispatch,Tomato prices soar due to unexpected frost in the region.,Heavy rainfall causing waterlogging,Medium,LABEL_0,0.565018355846405,neutral,0.8510308861732483
2024-10-21,South America,USA,White Inc,48701,29,In Transit,Export restrictions lead to surplus in local markets.,Sunny and favorable for farming,High,LABEL_0,0.5000081062316895,neutral,0.8482347130775452
2024-12-30,Africa,Canada,Mcpherson-Nelson,15956,4,Awaiting Dispatch,Farmers report higher yields thanks to favorable weather.,Unexpected frost damaging crops,Low,LABEL_2,0.8424614071846008,contradiction,0.980715274810791
2024-07-05,South America,India,"Schultz, Miller and Leonard",71381,8,In Transit,Labor shortages affect harvesting in rural areas.,Sunny and favorable for farming,Low,LABEL_0,0.5824687480926514,neutral,0.86109858751297
2024-04-23,Africa,India,"Castro, Robinson and Hernandez",39704,2,In Transit,Improved infrastructure reduces transportation delays.,Mild rainfall aiding crop growth,Low,LABEL_2,0.5472204089164734,neutral,0.7104579210281372
2024-05-23,Asia,Australia,Alvarez Group,94657,22,Delayed,Tomato prices soar due to unexpected frost in the region.,Unexpected frost damaging crops,High,LABEL_0,0.565018355846405,neutral,0.887403666973114
2025-01-02,South America,South Africa,Miller PLC,45001,19,Awaiting Dispatch,Heavy rainfall damages crops in major producing areas.,Sunny and favorable for farming,Medium,LABEL_0,0.8395679593086243,contradiction,0.5268369913101196
2024-06-06,Asia,Australia,"Johnson, Jones and Hall",54436,25,Delayed,Improved infrastructure reduces transportation delays.,Strong winds causing crop damage,High,LABEL_2,0.5472204089164734,neutral,0.48995816707611084
2024-08-22,North America,China,Barnett-Hart,23829,21,Delayed,Tomato prices soar due to unexpected frost in the region.,Heavy rainfall causing waterlogging,High,LABEL_0,0.565018355846405,neutral,0.7516958713531494
2024-07-21,South America,Germany,"Mccullough, Escobar and Rodriguez",33043,10,Awaiting Dispatch,Farmers report higher yields thanks to favorable weather.,Unexpected frost damaging crops,Low,LABEL_2,0.8424614071846008,contradiction,0.9871488213539124
2024-11-06,North America,Germany,Jones-Owens,89960,8,Delayed,Government announces subsidies for tomato farmers.,Sunny and favorable for farming,High,LABEL_1,0.7901261448860168,neutral,0.7441070675849915
2024-05-21,Africa,South Africa,Smith-Austin,58209,16,In Transit,Tomato prices soar due to unexpected frost in the region.,Strong winds causing crop damage,High,LABEL_0,0.565018355846405,neutral,0.8051173090934753
2024-03-19,Europe,India,"Morgan, Shaw and Horne",32408,20,Awaiting Dispatch,Pest infestation reduces tomato output in key regions.,Strong winds causing crop damage,High,LABEL_0,0.7376754879951477,neutral,0.7542538642883301
2024-03-17,South America,China,Rodriguez-Chavez,32260,12,In Transit,Pest infestation reduces tomato output in key regions.,Sunny and favorable for farming,Medium,LABEL_0,0.7376754879951477,neutral,0.8618195056915283
2025-01-16,North America,Germany,Jensen-Oconnor,29587,22,Delayed,Heavy rainfall damages crops in major producing areas.,Heavy rainfall causing waterlogging,High,LABEL_0,0.8395679593086243,neutral,0.7069205045700073
2024-06-15,Oceania,Canada,King and Sons,31764,12,Delayed,Pest infestation reduces tomato output in key regions.,Heavy rainfall causing waterlogging,High,LABEL_0,0.7376754879951477,neutral,0.8231729865074158
2024-10-09,South America,India,"Marsh, Simpson and Davis",11654,16,Awaiting Dispatch,Export restrictions lead to surplus in local markets.,Heavy rainfall causing waterlogging,Medium,LABEL_0,0.5000081062316895,neutral,0.8513724207878113
2024-09-28,Asia,South Africa,"Hayes, Craig and Mason",10263,13,In Transit,Heavy rainfall damages crops in major producing areas.,High humidity increasing pest risks,Medium,LABEL_0,0.8395679593086243,neutral,0.8321841955184937
2024-07-10,Asia,Australia,"Adams, Blair and Ramirez",42934,4,In Transit,Tomato prices soar due to unexpected frost in the region.,Heavy rainfall causing waterlogging,Low,LABEL_0,0.565018355846405,neutral,0.8074227571487427
2024-07-03,South America,China,Herrera Ltd,63957,16,Awaiting Dispatch,Drought conditions lead to reduced tomato supply.,Heavy rainfall causing waterlogging,Medium,LABEL_0,0.75569087266922,contradiction,0.9666319489479065
2024-05-08,North America,South Africa,Gardner-Frazier,55760,20,Delayed,Delays in transportation cause supply chain disruptions.,High humidity increasing pest risks,High,LABEL_0,0.8567883372306824,neutral,0.8892937302589417
2024-10-30,Europe,Germany,Hurst Group,26974,26,Awaiting Dispatch,Farmers report higher yields thanks to favorable weather.,High humidity increasing pest risks,High,LABEL_2,0.8424614071846008,neutral,0.7414675354957581
2024-05-10,North America,Brazil,Dennis-Montoya,15392,30,Awaiting Dispatch,Delays in transportation cause supply chain disruptions.,Unexpected frost damaging crops,High,LABEL_0,0.8567883372306824,neutral,0.775626003742218
2024-12-12,Africa,South Africa,Brock Inc,14176,27,Awaiting Dispatch,Labor shortages affect harvesting in rural areas.,High humidity increasing pest risks,High,LABEL_0,0.5824687480926514,neutral,0.8534725308418274
2024-10-11,Africa,Australia,Hunt Group,1270,28,In Transit,Drought conditions lead to reduced tomato supply.,Mild rainfall aiding crop growth,High,LABEL_0,0.75569087266922,contradiction,0.7522896528244019
2024-03-03,Asia,India,Hall-Nichols,76619,19,In Transit,Export restrictions lead to surplus in local markets.,High humidity increasing pest risks,Medium,LABEL_0,0.5000081062316895,neutral,0.726585328578949
2024-06-30,Africa,South Africa,Rowe-Mckay,1851,18,In Transit,Farmers report higher yields thanks to favorable weather.,High humidity increasing pest risks,High,LABEL_2,0.8424614071846008,neutral,0.5329048037528992
2024-05-03,South America,China,"Casey, Martinez and Patton",78891,29,In Transit,Farmers report higher yields thanks to favorable weather.,High humidity increasing pest risks,High,LABEL_2,0.8424614071846008,neutral,0.7485263347625732
2024-08-05,Europe,Brazil,Callahan Inc,95082,23,Awaiting Dispatch,Farmers report higher yields thanks to favorable weather.,Mild rainfall aiding crop growth,High,LABEL_2,0.8424614071846008,neutral,0.906850278377533
2024-08-17,Asia,India,Henderson and Sons,70224,28,In Transit,Drought conditions lead to reduced tomato supply.,Unexpected frost damaging crops,High,LABEL_0,0.75569087266922,neutral,0.5756282806396484
2025-01-16,Europe,South Africa,Walls-Joseph,7261,14,Awaiting Dispatch,Farmers report higher yields thanks to favorable weather.,Drought leading to crop failure,Medium,LABEL_2,0.8424614071846008,contradiction,0.9980922341346741
2024-04-28,North America,China,"Simpson, Eaton and Schmidt",69839,4,Delayed,Drought conditions lead to reduced tomato supply.,Heavy rainfall causing waterlogging,High,LABEL_0,0.75569087266922,contradiction,0.9751171469688416
2024-11-08,North America,Brazil,Barnes-Morris,41253,1,Delayed,Drought conditions lead to reduced tomato supply.,High humidity increasing pest risks,High,LABEL_0,0.75569087266922,neutral,0.6866729259490967
2024-03-04,Oceania,Brazil,Booth Group,84259,27,In Transit,Export restrictions lead to surplus in local markets.,Sunny and favorable for farming,High,LABEL_0,0.5000081062316895,neutral,0.8733856678009033
2024-01-31,Europe,India,Cooper Group,20168,27,In Transit,Pest infestation reduces tomato output in key regions.,Drought leading to crop failure,High,LABEL_0,0.7376754879951477,neutral,0.7745043635368347
2024-04-13,North America,China,"Baker, Ortega and Pierce",4646,18,In Transit,Labor shortages affect harvesting in rural areas.,Unexpected frost damaging crops,Medium,LABEL_0,0.5824687480926514,neutral,0.8042209148406982
2024-11-03,Africa,Brazil,Ortiz-Carter,6551,7,In Transit,Delays in transportation cause supply chain disruptions.,Mild rainfall aiding crop growth,High,LABEL_0,0.8567883372306824,neutral,0.8222116827964783
2024-09-02,Europe,Canada,"Williams, Harris and Carson",15990,13,Awaiting Dispatch,Labor shortages affect harvesting in rural areas.,Unexpected frost damaging crops,Medium,LABEL_0,0.5824687480926514,neutral,0.801797091960907
2024-05-29,Asia,Brazil,Cole-Collier,52670,22,In Transit,Drought conditions lead to reduced tomato supply.,Mild rainfall aiding crop growth,High,LABEL_0,0.75569087266922,contradiction,0.7509641051292419
2024-02-03,Oceania,USA,Smith Group,67647,16,Awaiting Dispatch,Delays in transportation cause supply chain disruptions.,Heavy rainfall causing waterlogging,High,LABEL_0,0.8567883372306824,neutral,0.8630644083023071
2024-07-30,North America,India,"Christensen, Hurst and Delgado",61691,12,Awaiting Dispatch,Drought conditions lead to reduced tomato supply.,Strong winds causing crop damage,High,LABEL_0,0.75569087266922,neutral,0.6728993058204651
2024-07-22,Oceania,India,Hayes LLC,78459,4,Awaiting Dispatch,Heavy rainfall damages crops in major producing areas.,Strong winds causing crop damage,High,LABEL_0,0.8395679593086243,contradiction,0.5442671775817871
2024-01-26,Asia,Germany,"Choi, Cooper and Bowman",77554,18,Awaiting Dispatch,Farmers report higher yields thanks to favorable weather.,Heavy rainfall causing waterlogging,Medium,LABEL_2,0.8424614071846008,neutral,0.5130021572113037
2025-01-08,South America,Germany,Johnson and Sons,60664,8,Awaiting Dispatch,Improved infrastructure reduces transportation delays.,Heavy rainfall causing waterlogging,Low,LABEL_2,0.5472204089164734,neutral,0.6464651226997375
2024-05-02,North America,USA,"Benjamin, Graham and Lawrence",11083,8,Delayed,Labor shortages affect harvesting in rural areas.,Sunny and favorable for farming,High,LABEL_0,0.5824687480926514,neutral,0.8234420418739319
2024-12-30,Europe,India,Glover Ltd,22306,7,Awaiting Dispatch,Government announces subsidies for tomato farmers.,High humidity increasing pest risks,Low,LABEL_1,0.7901261448860168,neutral,0.7737469673156738
2024-10-04,Africa,Canada,"Fletcher, Mosley and Moon",15920,29,Delayed,Government announces subsidies for tomato farmers.,Sunny and favorable for farming,High,LABEL_1,0.7901261448860168,neutral,0.8061735033988953
2024-11-20,North America,South Africa,Henry LLC,44078,30,Delayed,Labor shortages affect harvesting in rural areas.,Mild rainfall aiding crop growth,High,LABEL_0,0.5824687480926514,neutral,0.8445517420768738
2025-01-05,North America,South Africa,"Harrison, Moon and Jones",13555,27,Delayed,Drought conditions lead to reduced tomato supply.,Sunny and favorable for farming,High,LABEL_0,0.75569087266922,contradiction,0.5062926411628723
2024-05-03,Asia,Germany,"Bonilla, Schroeder and Stewart",16618,22,Delayed,Tomato prices soar due to unexpected frost in the region.,Heavy rainfall causing waterlogging,High,LABEL_0,0.565018355846405,neutral,0.71040278673172
2024-10-12,Oceania,Germany,"Reid, Boyd and Marshall",74102,29,Awaiting Dispatch,Drought conditions lead to reduced tomato supply.,High humidity increasing pest risks,High,LABEL_0,0.75569087266922,neutral,0.7501336932182312
2024-07-30,Oceania,South Africa,"House, Tyler and Edwards",67090,4,Awaiting Dispatch,Government announces subsidies for tomato farmers.,High humidity increasing pest risks,Low,LABEL_1,0.7901261448860168,neutral,0.809121310710907
2024-11-21,Asia,South Africa,Johnson Group,65026,23,Delayed,Export restrictions lead to surplus in local markets.,Mild rainfall aiding crop growth,High,LABEL_0,0.5000081062316895,neutral,0.8232592344284058
2024-09-16,Africa,India,Graham-Scott,34400,27,In Transit,Heavy rainfall damages crops in major producing areas.,Drought leading to crop failure,High,LABEL_0,0.8395679593086243,contradiction,0.9675340056419373
2024-01-29,Europe,China,Buck Ltd,10299,2,Delayed,Pest infestation reduces tomato output in key regions.,Drought leading to crop failure,High,LABEL_0,0.7376754879951477,neutral,0.7251266241073608
2024-01-26,Europe,South Africa,"Mills, Williams and Leach",8759,2,Awaiting Dispatch,Delays in transportation cause supply chain disruptions.,Sunny and favorable for farming,High,LABEL_0,0.8567883372306824,neutral,0.7911335229873657
2024-11-13,Europe,Germany,Greene-Green,5625,23,Delayed,Export restrictions lead to surplus in local markets.,Drought leading to crop failure,High,LABEL_0,0.5000081062316895,neutral,0.80240398645401
2024-10-18,South America,China,Marshall Inc,44158,18,Awaiting Dispatch,Government announces subsidies for tomato farmers.,Drought leading to crop failure,Medium,LABEL_1,0.7901261448860168,neutral,0.7978965044021606
2024-05-12,Africa,China,"Johnson, Reed and Castillo",26017,11,Delayed,Pest infestation reduces tomato output in key regions.,Drought leading to crop failure,High,LABEL_0,0.7376754879951477,neutral,0.6764729022979736
2024-08-10,Oceania,USA,Willis Group,63655,19,In Transit,Government announces subsidies for tomato farmers.,Sunny and favorable for farming,Medium,LABEL_1,0.7901261448860168,neutral,0.870704710483551
2024-11-19,North America,Germany,"Jones, Henry and Elliott",52697,2,In Transit,Pest infestation reduces tomato output in key regions.,Strong winds causing crop damage,High,LABEL_0,0.7376754879951477,neutral,0.8531939387321472
2024-04-02,Oceania,South Africa,Fry-Guerra,23308,19,Delayed,Tomato prices soar due to unexpected frost in the region.,High humidity increasing pest risks,High,LABEL_0,0.565018355846405,neutral,0.7814968824386597
2024-06-21,South America,South Africa,Bernard-Brown,58196,28,Awaiting Dispatch,Export restrictions lead to surplus in local markets.,Drought leading to crop failure,High,LABEL_0,0.5000081062316895,neutral,0.8379731178283691
2025-01-14,Africa,South Africa,Harding-Morris,89187,16,Delayed,Labor shortages affect harvesting in rural areas.,Mild rainfall aiding crop growth,High,LABEL_0,0.5824687480926514,neutral,0.8877313137054443
2024-09-15,Asia,India,"Malone, Nguyen and James",10761,10,Awaiting Dispatch,Tomato prices soar due to unexpected frost in the region.,Strong winds causing crop damage,High,LABEL_0,0.565018355846405,neutral,0.796545684337616
2024-10-21,Africa,India,"Frazier, Hays and Howell",16585,28,In Transit,Drought conditions lead to reduced tomato supply.,Strong winds causing crop damage,High,LABEL_0,0.75569087266922,contradiction,0.5133512616157532
2024-07-22,North America,South Africa,Vega Inc,16952,12,In Transit,Pest infestation reduces tomato output in key regions.,Unexpected frost damaging crops,Medium,LABEL_0,0.7376754879951477,neutral,0.7478774189949036
2024-12-29,Asia,USA,"Mclean, Berg and Brown",53944,16,Awaiting Dispatch,Export restrictions lead to surplus in local markets.,Drought leading to crop failure,Medium,LABEL_0,0.5000081062316895,neutral,0.8548216819763184
2024-11-13,Asia,China,Cannon-Castro,17233,15,Delayed,Export restrictions lead to surplus in local markets.,Mild rainfall aiding crop growth,High,LABEL_0,0.5000081062316895,neutral,0.8730840086936951
2024-03-04,South America,China,Bauer-Harris,70818,23,Awaiting Dispatch,Government announces subsidies for tomato farmers.,Sunny and favorable for farming,High,LABEL_1,0.7901261448860168,neutral,0.8725504875183105
2024-05-31,South America,Canada,"Russell, Robinson and Smith",84774,14,Delayed,Improved infrastructure reduces transportation delays.,Heavy rainfall causing waterlogging,High,LABEL_2,0.5472204089164734,neutral,0.6823391914367676
2024-12-23,Africa,China,Casey-Smith,33143,3,Delayed,Tomato prices soar due to unexpected frost in the region.,Sunny and favorable for farming,High,LABEL_0,0.565018355846405,neutral,0.6711186766624451
2024-10-18,South America,China,"Gallegos, Berger and Floyd",94667,23,Delayed,Heavy rainfall damages crops in major producing areas.,Drought leading to crop failure,High,LABEL_0,0.8395679593086243,contradiction,0.957871675491333
2024-05-03,North America,USA,Anderson-Pittman,76703,14,In Transit,Labor shortages affect harvesting in rural areas.,Mild rainfall aiding crop growth,Medium,LABEL_0,0.5824687480926514,neutral,0.8573437333106995
2024-08-11,Asia,USA,Davis-Moran,84939,23,In Transit,Heavy rainfall damages crops in major producing areas.,Mild rainfall aiding crop growth,High,LABEL_0,0.8395679593086243,contradiction,0.8761245012283325
2024-03-03,Europe,China,"Wilson, Wright and Rivera",62422,2,In Transit,Delays in transportation cause supply chain disruptions.,Heavy rainfall causing waterlogging,High,LABEL_0,0.8567883372306824,neutral,0.7205361127853394
2024-10-04,Oceania,Australia,Torres and Sons,63720,21,Delayed,Improved infrastructure reduces transportation delays.,Strong winds causing crop damage,High,LABEL_2,0.5472204089164734,neutral,0.46502017974853516
2024-10-18,Europe,Brazil,Cook-Martinez,15298,21,In Transit,Export restrictions lead to surplus in local markets.,Sunny and favorable for farming,High,LABEL_0,0.5000081062316895,neutral,0.8781365752220154
2024-02-09,Oceania,Germany,Orozco-Gentry,72391,4,In Transit,Government announces subsidies for tomato farmers.,Drought leading to crop failure,Medium,LABEL_1,0.7901261448860168,neutral,0.7879814505577087
2024-05-27,Europe,Germany,Hughes-David,5696,28,In Transit,Government announces subsidies for tomato farmers.,Heavy rainfall causing waterlogging,High,LABEL_1,0.7901261448860168,neutral,0.8215014934539795
2024-04-24,North America,Germany,Martin-Caldwell,19978,4,Awaiting Dispatch,Government announces subsidies for tomato farmers.,Mild rainfall aiding crop growth,Low,LABEL_1,0.7901261448860168,neutral,0.8148458003997803
2024-08-18,Africa,South Africa,Newman-Martin,49830,8,In Transit,Pest infestation reduces tomato output in key regions.,Heavy rainfall causing waterlogging,Medium,LABEL_0,0.7376754879951477,neutral,0.8805374503135681
2024-10-16,North America,South Africa,Chavez LLC,40981,30,Delayed,Government announces subsidies for tomato farmers.,Heavy rainfall causing waterlogging,High,LABEL_1,0.7901261448860168,neutral,0.7913078665733337
2024-06-27,North America,China,Martinez-Hobbs,11783,21,Delayed,Government announces subsidies for tomato farmers.,Drought leading to crop failure,High,LABEL_1,0.7901261448860168,neutral,0.6728764176368713
2024-12-26,Europe,Germany,Watkins-Reeves,12586,2,Delayed,Heavy rainfall damages crops in major producing areas.,Drought leading to crop failure,High,LABEL_0,0.8395679593086243,contradiction,0.9622136950492859
2024-10-27,Oceania,South Africa,Reid-Gomez,81418,16,Awaiting Dispatch,Tomato prices soar due to unexpected frost in the region.,Strong winds causing crop damage,High,LABEL_0,0.565018355846405,neutral,0.8188639879226685
2024-04-06,South America,South Africa,Adams-Lewis,91386,11,Awaiting Dispatch,Heavy rainfall damages crops in major producing areas.,Drought leading to crop failure,Medium,LABEL_0,0.8395679593086243,contradiction,0.9804478883743286
2024-10-26,Asia,USA,"Robles, Smith and Bonilla",56039,8,Delayed,Farmers report higher yields thanks to favorable weather.,Drought leading to crop failure,High,LABEL_2,0.8424614071846008,contradiction,0.996084451675415
2024-12-14,Oceania,USA,"Moreno, Morris and Mcdonald",7230,16,In Transit,Labor shortages affect harvesting in rural areas.,Drought leading to crop failure,Medium,LABEL_0,0.5824687480926514,neutral,0.8562935590744019
2024-05-31,Europe,Canada,"Reyes, Castro and Solomon",25256,6,In Transit,Heavy rainfall damages crops in major producing areas.,High humidity increasing pest risks,Low,LABEL_0,0.8395679593086243,neutral,0.7829724550247192
2024-02-28,Asia,Brazil,Miller Inc,58646,25,In Transit,Government announces subsidies for tomato farmers.,High humidity increasing pest risks,High,LABEL_1,0.7901261448860168,neutral,0.8708510994911194
2024-06-05,Asia,China,Miles-Burns,92051,3,In Transit,Delays in transportation cause supply chain disruptions.,Drought leading to crop failure,High,LABEL_0,0.8567883372306824,neutral,0.7230690121650696
2024-11-13,North America,Canada,Salazar-Yoder,40632,13,Awaiting Dispatch,Pest infestation reduces tomato output in key regions.,High humidity increasing pest risks,Medium,LABEL_0,0.7376754879951477,neutral,0.8876382112503052
2024-07-21,Europe,Brazil,Grant PLC,69035,7,Delayed,Labor shortages affect harvesting in rural areas.,Mild rainfall aiding crop growth,High,LABEL_0,0.5824687480926514,neutral,0.8577998280525208
2024-04-23,North America,Germany,Perry Inc,55691,18,Delayed,Farmers report higher yields thanks to favorable weather.,Heavy rainfall causing waterlogging,High,LABEL_2,0.8424614071846008,neutral,0.6516301035881042
2024-04-06,Europe,Canada,"Adams, Gray and Myers",47068,15,Delayed,Pest infestation reduces tomato output in key regions.,Unexpected frost damaging crops,High,LABEL_0,0.7376754879951477,neutral,0.8211035132408142
2024-01-25,North America,India,Hill Group,93168,14,Delayed,Labor shortages affect harvesting in rural areas.,High humidity increasing pest risks,High,LABEL_0,0.5824687480926514,neutral,0.8115163445472717
2024-11-29,South America,India,Kennedy Inc,4745,24,In Transit,Improved infrastructure reduces transportation delays.,Unexpected frost damaging crops,High,LABEL_2,0.5472204089164734,neutral,0.5230664610862732
2024-03-14,Africa,USA,Perez-Orr,67958,10,In Transit,Improved infrastructure reduces transportation delays.,Drought leading to crop failure,Medium,LABEL_2,0.5472204089164734,neutral,0.6353853940963745
2024-12-07,North America,USA,"Kim, Petersen and Long",86275,3,Delayed,Farmers report higher yields thanks to favorable weather.,Sunny and favorable for farming,High,LABEL_2,0.8424614071846008,neutral,0.8796864151954651
2024-04-02,North America,Canada,Collins LLC,6947,14,In Transit,Improved infrastructure reduces transportation delays.,Unexpected frost damaging crops,Medium,LABEL_2,0.5472204089164734,neutral,0.5057233572006226
2024-12-03,North America,India,"Weaver, Butler and Murphy",63151,29,Awaiting Dispatch,Labor shortages affect harvesting in rural areas.,Sunny and favorable for farming,High,LABEL_0,0.5824687480926514,neutral,0.838987410068512
2024-06-23,Asia,China,Grant-Rivera,7358,8,In Transit,Export restrictions lead to surplus in local markets.,Heavy rainfall causing waterlogging,Low,LABEL_0,0.5000081062316895,neutral,0.8009284138679504
2024-06-26,Asia,Australia,Matthews-Phillips,81252,16,Awaiting Dispatch,Pest infestation reduces tomato output in key regions.,Mild rainfall aiding crop growth,Medium,LABEL_0,0.7376754879951477,neutral,0.868974506855011
2024-09-22,Europe,Brazil,"Pollard, Black and Allen",70126,23,In Transit,Government announces subsidies for tomato farmers.,Unexpected frost damaging crops,High,LABEL_1,0.7901261448860168,neutral,0.7740328907966614
2024-08-04,North America,Canada,Wood Ltd,95140,9,In Transit,Delays in transportation cause supply chain disruptions.,Heavy rainfall causing waterlogging,High,LABEL_0,0.8567883372306824,neutral,0.7432174682617188
2024-06-14,Europe,India,Douglas LLC,35875,11,Awaiting Dispatch,Labor shortages affect harvesting in rural areas.,Drought leading to crop failure,Medium,LABEL_0,0.5824687480926514,neutral,0.8277313709259033
2024-12-29,Europe,USA,"Foster, Davis and Sharp",62895,17,Delayed,Government announces subsidies for tomato farmers.,Strong winds causing crop damage,High,LABEL_1,0.7901261448860168,neutral,0.7733948826789856
2024-10-02,Africa,Germany,Joyce-Vasquez,34167,29,Delayed,Tomato prices soar due to unexpected frost in the region.,Mild rainfall aiding crop growth,High,LABEL_0,0.565018355846405,neutral,0.5127182602882385
2024-03-23,Europe,Australia,Martinez-Cruz,52903,6,Delayed,Farmers report higher yields thanks to favorable weather.,Mild rainfall aiding crop growth,High,LABEL_2,0.8424614071846008,neutral,0.8363214731216431
2024-01-29,North America,Australia,"Stanley, Williamson and Taylor",66544,9,Delayed,Delays in transportation cause supply chain disruptions.,Unexpected frost damaging crops,High,LABEL_0,0.8567883372306824,neutral,0.8609157204627991
2024-12-11,Europe,China,Evans-Contreras,41650,9,Delayed,Export restrictions lead to surplus in local markets.,Heavy rainfall causing waterlogging,High,LABEL_0,0.5000081062316895,neutral,0.7793340682983398
